id,network_code,station_code,location_code,channels,latitude,longitude,elevation,start_date,end_date
AZ.CCNE3.,AZ,CCNE3,,"EH2,EH1,EHZ",33.3995,-116.4479,642.0,1999.011,1999.200
AZ.CCNE4.,AZ,CCNE4,,"EH2,EH1,EHZ",33.3997,-116.4477,651.0,1999.011,1999.200
AZ.CCST0.,AZ,CCST0,,"EH2,EH1,EHZ",33.3988,-116.4482,623.0,1999.011,1999.200
AZ.CCSW1.,AZ,CCSW1,,"EH2,EH1,EHZ",33.3986,-116.4483,621.0,1999.011,1999.200
AZ.CCSW2.,AZ,CCSW2,,"EH2,EH1,EHZ",33.3984,-116.4484,624.0,1999.011,1999.200
AZ.CCSW3.,AZ,CCSW3,,"EH2,EH1,EHZ",33.398,-116.4486,633.0,1999.011,1999.200
AZ.CCSW4.,AZ,CCSW4,,"EH2,EH1,EHZ",33.397,-116.4487,633.0,1999.011,1999.200
AZ.CCSW5.,AZ,CCSW5,,"EH2,EH1,EHZ",33.3979,-116.4488,634.0,1999.011,1999.200
AZ.CCSW6.,AZ,CCSW6,,"EH2,EH1,EHZ",33.3976,-116.449,636.0,1999.011,1999.200
AZ.CCSW7.,AZ,CCSW7,,"EH2,EH1,EHZ",33.3973,-116.4491,636.0,1999.011,1999.200
AZ.CLNE1.,AZ,CLNE1,,"EH2,EH1,EHZ",33.4195,-116.3931,668.0,1999.036,1999.107
AZ.CLNE2.,AZ,CLNE2,,"EH2,EH1,EHZ",33.4196,-116.393,668.0,1999.036,1999.107
AZ.CLNE3.,AZ,CLNE3,,"EH2,EH1,EHZ",33.4198,-116.3928,668.0,1999.036,1999.107
AZ.CLNE4.,AZ,CLNE4,,"EH2,EH1,EHZ",33.42,-116.3926,668.0,1999.036,1999.107
AZ.CLNE5.,AZ,CLNE5,,"EH2,EH1,EHZ",33.4202,-116.3924,668.0,1999.036,1999.107
AZ.CLNE6.,AZ,CLNE6,,"EH2,EH1,EHZ",33.4205,-116.3921,668.0,1999.036,1999.107
