id,network_code,station_code,location_code,channels,latitude,longitude,elevation,start_date,end_date
BK.HUMO.,BK,HUMO,,"HHN,BHE,HHZ,HHE,BHZ,BHN",42.607101,-122.956688,554.9,2002.169,2018.333
BK.HUMO.00,BK,HUMO,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",42.607101,-122.956688,554.9,2002.169,2018.333
BK.HUNT.00,BK,HUNT,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.18942,-123.14557,1540.0,2022.179,3000.001
BK.INGL.00,BK,INGL,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",39.52898,-123.69844,290.5,2019.218,3000.001
BK.JAS.,BK,JAS,,BHZ,37.946629,-120.439331,428.1,1980.275,1984.207
BK.JAS1.,BK,JAS1,,BHZ,37.926628,-120.421028,398.1,1984.208,1986.297
BK.JCC.,BK,JCC,,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.817451,-124.029549,27.2,2001.101,3000.001
BK.JCC.00,BK,JCC,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.817451,-124.029549,27.2,2001.101,3000.001
BK.JEPS.00,BK,JEPS,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",38.25789,-121.82518,6.1,2018.347,3000.001
BK.JEWT.00,BK,JEWT,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.063044,-123.628171,694.1,2023.235,3000.001
BK.JRSC.,BK,JRSC,,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.403728,-122.238678,70.5,1994.181,1995.096
BK.KARE.00,BK,KARE,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",36.59736,-119.50381,104.1,2018.337,3000.001
BK.KCC.,BK,KCC,,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.323631,-119.318703,888.1,1995.343,1996.010
BK.KETL.00,BK,KETL,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",36.05749,-120.14935,376.3,2024.130,3000.001
BK.KNEE.00,BK,KNEE,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.71519,-123.90112,892.2,2022.250,3000.001
BK.KRUG.00,BK,KRUG,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.951824,-123.953674,398.6,2023.234,3000.001
BK.LAKN.00,BK,LAKN,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.37171,-121.55667,1249.6,2024.290,3000.001
BK.LAND.00,BK,LAND,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",36.05864,-121.58752,164.9,2019.207,3000.001
BK.LCOW.00,BK,LCOW,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",40.64261,-122.18524,236.2,2020.162,3000.001
BK.LCUV.00,BK,LCUV,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",35.65196,-120.73221,408.6,2019.093,3000.001
BK.LEGD.00,BK,LEGD,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",37.21426,-120.14916,92.5,2018.339,3000.001
BK.LGMB.00,BK,LGMB,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",41.59944,-121.83623,1623.1,2022.272,3000.001
BK.LIND.00,BK,LIND,00,"HHN,BHE,HHZ,HHE,BHZ,BHN",36.35307,-119.05668,158.0,2018.340,3000.001
